Utility: l2
Metric: BinaryDiversityUtility
CIRCLE_WORLD, 400, 9 types, equitable_init, value: 0.9006152010883569
GRID_8DEG_WORLD, 20x20, 9 types, equitable_init, value: 0.6442923413237053
CIRCLE_WORLD, 400, 3 types, schelling_random_init, value: 0.6433136618791647
CYLINDER_WORLD, 2x200, 7 types, schelling_equitable_init, value: 0.6408986241980102
CYLINDER_WORLD, 2x200, 7 types, schelling_random_init, value: 0.6403475126810982
GRID_8DEG_WORLD, 20x20, 9 types, random_init, value: 0.6365281233523458
GRID_4DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 0.6310195022695847
GRID_4DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 0.6294839199044994
GRID_8DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 0.6234576223958955
GRID_4DEG_WORLD, 20x20, 6 types, equitable_init, value: 0.6221216855749455
CYLINDER_WORLD, 2x200, 6 types, schelling_random_init, value: 0.621776712613917
GRID_4DEG_WORLD, 20x20, 6 types, random_init, value: 0.6186336934883708
GRID_8DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 0.6172474017914504
GRID_4DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 0.6106559350784156
CYLINDER_WORLD, 2x200, 6 types, schelling_equitable_init, value: 0.61020589270326
GRID_8DEG_WORLD, 20x20, 8 types, equitable_init, value: 0.6097681221293662
GRID_4DEG_WORLD, 20x20, 3 types, schelling_equitable_init, value: 0.6094682085524554
GRID_4DEG_WORLD, 20x20, 3 types, schelling_random_init, value: 0.6071184797728402
CIRCLE_WORLD, 400, 2 types, random_init, value: 0.6063590123930604
GRID_8DEG_WORLD, 20x20, 8 types, random_init, value: 0.604143219012484
GRID_4DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 0.6034651279588343
CIRCLE_WORLD, 400, 2 types, equitable_init, value: 0.6026625061748737
CYLINDER_WORLD, 2x200, 4 types, equitable_init, value: 0.5958751292864618
GRID_8DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 0.5912729445351853
CYLINDER_WORLD, 2x200, 4 types, random_init, value: 0.590675126870352
CYLINDER_WORLD, 2x200, 5 types, schelling_random_init, value: 0.5863000247001963
GRID_8DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 0.5834973188418876
CYLINDER_WORLD, 2x200, 5 types, schelling_equitable_init, value: 0.5827815553694544
GRID_4DEG_WORLD, 20x20, 7 types, schelling_equitable_init, value: 0.5782018760038815
GRID_4DEG_WORLD, 20x20, 7 types, schelling_random_init, value: 0.5762546834205036
GRID_4DEG_WORLD, 20x20, 5 types, equitable_init, value: 0.5700096753848318
CIRCLE_WORLD, 400, 2 types, schelling_random_init, value: 0.5669266253443256
GRID_4DEG_WORLD, 20x20, 5 types, random_init, value: 0.5642860860465984
CIRCLE_WORLD, 400, 2 types, schelling_equitable_init, value: 0.5633978590177466
GRID_4DEG_WORLD, 20x20, 6 types, schelling_equitable_init, value: 0.5509197895286818
GRID_4DEG_WORLD, 20x20, 6 types, schelling_random_init, value: 0.5504073764936448
CYLINDER_WORLD, 2x200, 4 types, schelling_equitable_init, value: 0.5450953462895587
CYLINDER_WORLD, 2x200, 4 types, schelling_random_init, value: 0.5391567304402851
GRID_4DEG_WORLD, 20x20, 5 types, schelling_equitable_init, value: 0.5123096529369885
GRID_4DEG_WORLD, 20x20, 5 types, schelling_random_init, value: 0.5119588885178186
CYLINDER_WORLD, 2x200, 3 types, random_init, value: 0.5056777604736011
CYLINDER_WORLD, 2x200, 3 types, equitable_init, value: 0.5036979732846433
GRID_4DEG_WORLD, 20x20, 4 types, equitable_init, value: 0.4990726198222012
GRID_4DEG_WORLD, 20x20, 4 types, random_init, value: 0.4980890695025611
CYLINDER_WORLD, 2x200, 3 types, schelling_equitable_init, value: 0.4769487441581968
CYLINDER_WORLD, 2x200, 3 types, schelling_random_init, value: 0.4745742199197727
GRID_4DEG_WORLD, 20x20, 4 types, schelling_equitable_init, value: 0.466867313589564
GRID_4DEG_WORLD, 20x20, 4 types, schelling_random_init, value: 0.46604483277341274

Utility: number_of_colorful_edges
Metric: TypeCountingDiversityUtility
CYLINDER_WORLD, 2x200, 9 types, equitable_init, value: 0.9987222222222222
CIRCLE_WORLD, 400, 9 types, random_init, value: 0.9984166666666667
CYLINDER_WORLD, 2x200, 9 types, random_init, value: 0.9982777777777778
CYLINDER_WORLD, 2x200, 9 types, schelling_random_init, value: 0.9982222222222225
GRID_4DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 0.998125
CYLINDER_WORLD, 2x200, 8 types, schelling_random_init, value: 0.9981111111111112
CYLINDER_WORLD, 2x200, 7 types, equitable_init, value: 0.9981111111111112
CYLINDER_WORLD, 2x200, 8 types, equitable_init, value: 0.9980555555555558
CYLINDER_WORLD, 2x200, 9 types, schelling_equitable_init, value: 0.9980555555555557
CIRCLE_WORLD, 400, 9 types, equitable_init, value: 0.9980416666666667
CYLINDER_WORLD, 2x200, 7 types, random_init, value: 0.9980000000000001
GRID_4DEG_WORLD, 20x20, 9 types, random_init, value: 0.9979583333333334
CYLINDER_WORLD, 2x200, 8 types, schelling_equitable_init, value: 0.9979444444444444
CYLINDER_WORLD, 2x200, 8 types, random_init, value: 0.997888888888889
GRID_4DEG_WORLD, 20x20, 9 types, equitable_init, value: 0.9978333333333332
CIRCLE_WORLD, 400, 8 types, equitable_init, value: 0.9978333333333332
GRID_4DEG_WORLD, 20x20, 8 types, equitable_init, value: 0.9977916666666664
CYLINDER_WORLD, 2x200, 7 types, schelling_random_init, value: 0.9977222222222223
CIRCLE_WORLD, 400, 7 types, equitable_init, value: 0.9975416666666665
GRID_4DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 0.9973333333333333
CIRCLE_WORLD, 400, 7 types, random_init, value: 0.9973333333333333
CYLINDER_WORLD, 2x200, 6 types, equitable_init, value: 0.9971666666666669
CYLINDER_WORLD, 2x200, 6 types, random_init, value: 0.9971666666666666
GRID_4DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 0.9970833333333332
CIRCLE_WORLD, 400, 6 types, random_init, value: 0.9970416666666666
CIRCLE_WORLD, 400, 6 types, equitable_init, value: 0.9970416666666665
CYLINDER_WORLD, 2x200, 6 types, schelling_random_init, value: 0.9970000000000001
GRID_4DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 0.997
CIRCLE_WORLD, 400, 8 types, random_init, value: 0.9968750000000001
GRID_4DEG_WORLD, 20x20, 8 types, random_init, value: 0.9968750000000001
CIRCLE_WORLD, 400, 5 types, random_init, value: 0.9967916666666667
CYLINDER_WORLD, 2x200, 7 types, schelling_equitable_init, value: 0.9967222222222223
GRID_4DEG_WORLD, 20x20, 7 types, equitable_init, value: 0.9967083333333335
CYLINDER_WORLD, 2x200, 6 types, schelling_equitable_init, value: 0.9966111111111113
CIRCLE_WORLD, 400, 5 types, equitable_init, value: 0.9964583333333331
GRID_4DEG_WORLD, 20x20, 7 types, schelling_equitable_init, value: 0.9963750000000001
CIRCLE_WORLD, 400, 8 types, schelling_random_init, value: 0.9963333333333332
GRID_4DEG_WORLD, 20x20, 7 types, random_init, value: 0.9962916666666666
CYLINDER_WORLD, 2x200, 5 types, equitable_init, value: 0.9962777777777778
CIRCLE_WORLD, 400, 7 types, schelling_equitable_init, value: 0.9960416666666668
CIRCLE_WORLD, 400, 6 types, schelling_random_init, value: 0.995875
GRID_4DEG_WORLD, 20x20, 6 types, equitable_init, value: 0.9957916666666666
CIRCLE_WORLD, 400, 5 types, schelling_equitable_init, value: 0.9954999999999999
CYLINDER_WORLD, 2x200, 5 types, random_init, value: 0.9954444444444444
GRID_4DEG_WORLD, 20x20, 7 types, schelling_random_init, value: 0.9953749999999999
CIRCLE_WORLD, 400, 8 types, schelling_equitable_init, value: 0.9953749999999999
GRID_4DEG_WORLD, 20x20, 6 types, schelling_equitable_init, value: 0.9952083333333335
CIRCLE_WORLD, 400, 9 types, schelling_equitable_init, value: 0.9951666666666666
CYLINDER_WORLD, 2x200, 5 types, schelling_equitable_init, value: 0.994888888888889
CIRCLE_WORLD, 400, 5 types, schelling_random_init, value: 0.9945833333333333
CIRCLE_WORLD, 400, 7 types, schelling_random_init, value: 0.9944999999999999
GRID_8DEG_WORLD, 20x20, 9 types, equitable_init, value: 0.9944374999999999
CIRCLE_WORLD, 400, 4 types, equitable_init, value: 0.9944166666666664
CIRCLE_WORLD, 400, 9 types, schelling_random_init, value: 0.9939999999999999
GRID_4DEG_WORLD, 20x20, 6 types, random_init, value: 0.9939166666666667
CYLINDER_WORLD, 2x200, 5 types, schelling_random_init, value: 0.9937777777777779
CIRCLE_WORLD, 400, 6 types, schelling_equitable_init, value: 0.9935833333333334
CIRCLE_WORLD, 400, 4 types, random_init, value: 0.9935000000000002
GRID_8DEG_WORLD, 20x20, 9 types, random_init, value: 0.9928124999999999
GRID_8DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 0.9925625000000001
CIRCLE_WORLD, 400, 4 types, schelling_equitable_init, value: 0.9920416666666667
GRID_4DEG_WORLD, 20x20, 6 types, schelling_random_init, value: 0.9919166666666667
GRID_8DEG_WORLD, 20x20, 8 types, equitable_init, value: 0.9914166666666667
GRID_8DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 0.9913958333333334
GRID_4DEG_WORLD, 20x20, 5 types, random_init, value: 0.9909583333333333
CYLINDER_WORLD, 2x200, 4 types, equitable_init, value: 0.9909444444444444
CYLINDER_WORLD, 2x200, 4 types, schelling_equitable_init, value: 0.9908888888888888
GRID_4DEG_WORLD, 20x20, 5 types, equitable_init, value: 0.9907499999999999
CIRCLE_WORLD, 400, 4 types, schelling_random_init, value: 0.9905833333333334
GRID_4DEG_WORLD, 20x20, 5 types, schelling_equitable_init, value: 0.9903749999999999
GRID_8DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 0.9897083333333333
GRID_4DEG_WORLD, 20x20, 5 types, schelling_random_init, value: 0.9893750000000001
CYLINDER_WORLD, 2x200, 4 types, random_init, value: 0.9887222222222223
GRID_8DEG_WORLD, 20x20, 8 types, random_init, value: 0.9883541666666668
GRID_4DEG_WORLD, 20x20, 4 types, equitable_init, value: 0.9877500000000001
GRID_8DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 0.9873541666666666
CYLINDER_WORLD, 2x200, 4 types, schelling_random_init, value: 0.9869999999999999
CIRCLE_WORLD, 400, 3 types, schelling_equitable_init, value: 0.98675
GRID_8DEG_WORLD, 20x20, 7 types, equitable_init, value: 0.9861249999999999
CIRCLE_WORLD, 400, 3 types, schelling_random_init, value: 0.9847500000000001
CIRCLE_WORLD, 400, 3 types, random_init, value: 0.9832083333333334
GRID_8DEG_WORLD, 20x20, 7 types, schelling_equitable_init, value: 0.9826666666666666
GRID_4DEG_WORLD, 20x20, 4 types, schelling_equitable_init, value: 0.9820833333333333
CIRCLE_WORLD, 400, 3 types, equitable_init, value: 0.98175
GRID_8DEG_WORLD, 20x20, 7 types, random_init, value: 0.9791875
GRID_8DEG_WORLD, 20x20, 7 types, schelling_random_init, value: 0.9778958333333334
GRID_4DEG_WORLD, 20x20, 4 types, random_init, value: 0.9778749999999999
GRID_4DEG_WORLD, 20x20, 4 types, schelling_random_init, value: 0.975125
GRID_8DEG_WORLD, 20x20, 6 types, equitable_init, value: 0.9725208333333335
GRID_8DEG_WORLD, 20x20, 6 types, schelling_equitable_init, value: 0.9696041666666666
CYLINDER_WORLD, 2x200, 3 types, schelling_equitable_init, value: 0.9660555555555557
CYLINDER_WORLD, 2x200, 3 types, schelling_random_init, value: 0.9647777777777777
CYLINDER_WORLD, 2x200, 3 types, equitable_init, value: 0.9608888888888889
GRID_8DEG_WORLD, 20x20, 6 types, random_init, value: 0.9608749999999999
CYLINDER_WORLD, 2x200, 3 types, random_init, value: 0.9560555555555558
GRID_8DEG_WORLD, 20x20, 6 types, schelling_random_init, value: 0.9558333333333333
GRID_8DEG_WORLD, 20x20, 5 types, equitable_init, value: 0.92975
GRID_8DEG_WORLD, 20x20, 5 types, schelling_equitable_init, value: 0.9271666666666666
GRID_4DEG_WORLD, 20x20, 3 types, schelling_equitable_init, value: 0.9271250000000002
GRID_8DEG_WORLD, 20x20, 5 types, random_init, value: 0.9159583333333334
GRID_4DEG_WORLD, 20x20, 3 types, schelling_random_init, value: 0.9152083333333334
GRID_8DEG_WORLD, 20x20, 5 types, schelling_random_init, value: 0.9133958333333331
GRID_4DEG_WORLD, 20x20, 3 types, equitable_init, value: 0.912
GRID_4DEG_WORLD, 20x20, 3 types, random_init, value: 0.9061666666666667
CIRCLE_WORLD, 400, 2 types, schelling_equitable_init, value: 0.8816249999999999
CIRCLE_WORLD, 400, 2 types, schelling_random_init, value: 0.8510000000000002
GRID_8DEG_WORLD, 20x20, 4 types, equitable_init, value: 0.8375833333333332
GRID_8DEG_WORLD, 20x20, 4 types, schelling_equitable_init, value: 0.8356666666666666
GRID_8DEG_WORLD, 20x20, 4 types, random_init, value: 0.8306875000000001
CIRCLE_WORLD, 400, 2 types, equitable_init, value: 0.8222083333333333
GRID_8DEG_WORLD, 20x20, 4 types, schelling_random_init, value: 0.8199166666666667
CIRCLE_WORLD, 400, 2 types, random_init, value: 0.7976666666666666
CYLINDER_WORLD, 2x200, 2 types, schelling_equitable_init, value: 0.7926666666666665
CYLINDER_WORLD, 2x200, 2 types, schelling_random_init, value: 0.766388888888889
GRID_8DEG_WORLD, 20x20, 3 types, equitable_init, value: 0.7028333333333335
GRID_8DEG_WORLD, 20x20, 3 types, random_init, value: 0.6996458333333332
GRID_8DEG_WORLD, 20x20, 3 types, schelling_equitable_init, value: 0.6827916666666666
CYLINDER_WORLD, 2x200, 2 types, equitable_init, value: 0.6807777777777778
CYLINDER_WORLD, 2x200, 2 types, random_init, value: 0.6739444444444443
GRID_8DEG_WORLD, 20x20, 3 types, schelling_random_init, value: 0.6602291666666666
GRID_4DEG_WORLD, 20x20, 2 types, schelling_random_init, value: 0.6005000000000001
GRID_4DEG_WORLD, 20x20, 2 types, schelling_equitable_init, value: 0.5946666666666666
GRID_4DEG_WORLD, 20x20, 2 types, equitable_init, value: 0.5866666666666666
GRID_4DEG_WORLD, 20x20, 2 types, random_init, value: 0.58325
GRID_8DEG_WORLD, 20x20, 2 types, random_init, value: 0.5014583333333332
GRID_8DEG_WORLD, 20x20, 2 types, equitable_init, value: 0.4999166666666667
GRID_8DEG_WORLD, 20x20, 2 types, schelling_equitable_init, value: 0.4282500000000001
GRID_8DEG_WORLD, 20x20, 2 types, schelling_random_init, value: 0.4264166666666667

Utility: l2
Metric: DifferenceCountDiversityUtility
CIRCLE_WORLD, 400, 9 types, random_init, value: 0.8869571914127892
CIRCLE_WORLD, 400, 9 types, equitable_init, value: 0.8812439585747728
CIRCLE_WORLD, 400, 8 types, equitable_init, value: 0.8747371143148287
CIRCLE_WORLD, 400, 8 types, random_init, value: 0.8691479718039171
CIRCLE_WORLD, 400, 7 types, random_init, value: 0.8551658964601957
GRID_8DEG_WORLD, 20x20, 2 types, random_init, value: 0.8530656477306557
CIRCLE_WORLD, 400, 7 types, equitable_init, value: 0.8525430520067184
GRID_8DEG_WORLD, 20x20, 2 types, equitable_init, value: 0.8509447121294803
GRID_8DEG_WORLD, 20x20, 2 types, schelling_random_init, value: 0.8480999507472267
GRID_8DEG_WORLD, 20x20, 2 types, schelling_equitable_init, value: 0.8400966477478207
GRID_8DEG_WORLD, 20x20, 3 types, equitable_init, value: 0.833066568729923
CIRCLE_WORLD, 400, 6 types, equitable_init, value: 0.831853376770559
GRID_8DEG_WORLD, 20x20, 3 types, random_init, value: 0.8308002088220391
CIRCLE_WORLD, 400, 6 types, random_init, value: 0.8307507950497669
GRID_8DEG_WORLD, 20x20, 3 types, schelling_equitable_init, value: 0.8140285624895726
GRID_8DEG_WORLD, 20x20, 3 types, schelling_random_init, value: 0.8033407785693545
CIRCLE_WORLD, 400, 5 types, equitable_init, value: 0.8013707392487526
CIRCLE_WORLD, 400, 5 types, random_init, value: 0.8000240845800187
CYLINDER_WORLD, 2x200, 9 types, equitable_init, value: 0.7926418046866233
GRID_8DEG_WORLD, 20x20, 5 types, equitable_init, value: 0.7879334049643785
CYLINDER_WORLD, 2x200, 9 types, random_init, value: 0.7876813633664271
GRID_8DEG_WORLD, 20x20, 5 types, random_init, value: 0.78542517638256
GRID_8DEG_WORLD, 20x20, 5 types, schelling_equitable_init, value: 0.7714040768078464
GRID_8DEG_WORLD, 20x20, 6 types, equitable_init, value: 0.7705445997660011
CYLINDER_WORLD, 2x200, 8 types, random_init, value: 0.767147985309992
GRID_8DEG_WORLD, 20x20, 5 types, schelling_random_init, value: 0.764938221359387
GRID_8DEG_WORLD, 20x20, 4 types, equitable_init, value: 0.7633411224476709
CYLINDER_WORLD, 2x200, 8 types, equitable_init, value: 0.7631320058532138
GRID_8DEG_WORLD, 20x20, 6 types, random_init, value: 0.7603881730399731
GRID_8DEG_WORLD, 20x20, 4 types, random_init, value: 0.7580393977420082
CIRCLE_WORLD, 400, 4 types, equitable_init, value: 0.7573162142743667
CIRCLE_WORLD, 400, 4 types, random_init, value: 0.7511122998565521
GRID_8DEG_WORLD, 20x20, 4 types, schelling_equitable_init, value: 0.749975337097453
GRID_8DEG_WORLD, 20x20, 6 types, schelling_equitable_init, value: 0.7479826066910614
GRID_8DEG_WORLD, 20x20, 4 types, schelling_random_init, value: 0.7460655239909275
CYLINDER_WORLD, 2x200, 7 types, equitable_init, value: 0.7380487876401417
CIRCLE_WORLD, 400, 9 types, schelling_equitable_init, value: 0.7360464104721284
GRID_8DEG_WORLD, 20x20, 6 types, schelling_random_init, value: 0.7355571614663501
CIRCLE_WORLD, 400, 8 types, schelling_equitable_init, value: 0.7346877678265297
CIRCLE_WORLD, 400, 9 types, schelling_random_init, value: 0.731518838366989
CYLINDER_WORLD, 2x200, 7 types, random_init, value: 0.7302523853222007
CIRCLE_WORLD, 400, 8 types, schelling_random_init, value: 0.7292218467913947
CIRCLE_WORLD, 400, 7 types, schelling_equitable_init, value: 0.7271892825166517
CIRCLE_WORLD, 400, 7 types, schelling_random_init, value: 0.7255094531961721
CIRCLE_WORLD, 400, 6 types, schelling_random_init, value: 0.7175342626581415
GRID_4DEG_WORLD, 20x20, 9 types, random_init, value: 0.7120752281213261
CIRCLE_WORLD, 400, 6 types, schelling_equitable_init, value: 0.711634674527965
GRID_4DEG_WORLD, 20x20, 9 types, equitable_init, value: 0.7101220424881337
GRID_8DEG_WORLD, 20x20, 7 types, equitable_init, value: 0.7065239968090528
CIRCLE_WORLD, 400, 5 types, schelling_equitable_init, value: 0.7052817042738473
CIRCLE_WORLD, 400, 5 types, schelling_random_init, value: 0.7010674639324693
GRID_8DEG_WORLD, 20x20, 7 types, random_init, value: 0.6970833461514022
CYLINDER_WORLD, 2x200, 6 types, random_init, value: 0.6969097429506322
CYLINDER_WORLD, 2x200, 6 types, equitable_init, value: 0.6950932877228614
CIRCLE_WORLD, 400, 3 types, random_init, value: 0.6905942716208516
CIRCLE_WORLD, 400, 3 types, equitable_init, value: 0.6886479916627342
GRID_4DEG_WORLD, 20x20, 8 types, equitable_init, value: 0.6872326163654726
CIRCLE_WORLD, 400, 4 types, schelling_equitable_init, value: 0.6856859619878618
GRID_8DEG_WORLD, 20x20, 7 types, schelling_equitable_init, value: 0.6854830990405791
CIRCLE_WORLD, 400, 4 types, schelling_random_init, value: 0.678305592207168
GRID_4DEG_WORLD, 20x20, 8 types, random_init, value: 0.6773755945686755
GRID_8DEG_WORLD, 20x20, 7 types, schelling_random_init, value: 0.6740975470882138
GRID_4DEG_WORLD, 20x20, 7 types, equitable_init, value: 0.6536040748220934
CYLINDER_WORLD, 2x200, 5 types, random_init, value: 0.6486720260972175
CYLINDER_WORLD, 2x200, 5 types, equitable_init, value: 0.6479923912068871
GRID_4DEG_WORLD, 20x20, 7 types, random_init, value: 0.6449624868754837
CIRCLE_WORLD, 400, 3 types, schelling_equitable_init, value: 0.6440960316967251
CIRCLE_WORLD, 400, 3 types, schelling_random_init, value: 0.6431850373322026
CYLINDER_WORLD, 2x200, 2 types, equitable_init, value: 0.6411168041267725
GRID_8DEG_WORLD, 20x20, 9 types, equitable_init, value: 0.6382538948187878
GRID_8DEG_WORLD, 20x20, 9 types, random_init, value: 0.6340756752275932
CYLINDER_WORLD, 2x200, 2 types, random_init, value: 0.6295792320912766
CYLINDER_WORLD, 2x200, 9 types, schelling_equitable_init, value: 0.6136588650417197
CYLINDER_WORLD, 2x200, 9 types, schelling_random_init, value: 0.6090335102429151
GRID_8DEG_WORLD, 20x20, 8 types, equitable_init, value: 0.6065097892977395
GRID_8DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 0.6054749168992998
GRID_4DEG_WORLD, 20x20, 6 types, random_init, value: 0.6045161672780082
GRID_4DEG_WORLD, 20x20, 6 types, equitable_init, value: 0.6041361650799203
GRID_8DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 0.6009848238591744
GRID_8DEG_WORLD, 20x20, 8 types, random_init, value: 0.5999918110896177
CYLINDER_WORLD, 2x200, 8 types, schelling_random_init, value: 0.5971965069025615
CYLINDER_WORLD, 2x200, 2 types, schelling_equitable_init, value: 0.5908827286969525
CYLINDER_WORLD, 2x200, 2 types, schelling_random_init, value: 0.5880515219976137
GRID_8DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 0.5845148206405376
GRID_4DEG_WORLD, 20x20, 3 types, random_init, value: 0.5821140651978951
GRID_4DEG_WORLD, 20x20, 2 types, equitable_init, value: 0.5813066028841373
CYLINDER_WORLD, 2x200, 8 types, schelling_equitable_init, value: 0.5809185427946862
GRID_4DEG_WORLD, 20x20, 3 types, equitable_init, value: 0.5788164469224981
GRID_4DEG_WORLD, 20x20, 2 types, random_init, value: 0.5784893756844236
CYLINDER_WORLD, 2x200, 4 types, random_init, value: 0.5759603523505109
GRID_4DEG_WORLD, 20x20, 2 types, schelling_random_init, value: 0.5747165980459829
CYLINDER_WORLD, 2x200, 4 types, equitable_init, value: 0.5740563710424694
GRID_8DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 0.5737566900310473
GRID_4DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 0.5702426936551271
GRID_4DEG_WORLD, 20x20, 2 types, schelling_equitable_init, value: 0.5673924354692542
GRID_4DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 0.5639071638496266
CIRCLE_WORLD, 400, 2 types, random_init, value: 0.560068317210854
CIRCLE_WORLD, 400, 2 types, equitable_init, value: 0.558075431845848
CYLINDER_WORLD, 2x200, 7 types, schelling_random_init, value: 0.556348256861143
CYLINDER_WORLD, 2x200, 7 types, schelling_equitable_init, value: 0.5528021508609171
GRID_4DEG_WORLD, 20x20, 5 types, equitable_init, value: 0.5525020206729486
GRID_4DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 0.5517679465649012
GRID_4DEG_WORLD, 20x20, 5 types, random_init, value: 0.547093883954818
GRID_4DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 0.5441616562194291
CIRCLE_WORLD, 400, 2 types, schelling_random_init, value: 0.5406704382101335
CIRCLE_WORLD, 400, 2 types, schelling_equitable_init, value: 0.5383635225452251
GRID_4DEG_WORLD, 20x20, 3 types, schelling_random_init, value: 0.5376557367773411
GRID_4DEG_WORLD, 20x20, 3 types, schelling_equitable_init, value: 0.5370026613375912
CYLINDER_WORLD, 2x200, 6 types, schelling_random_init, value: 0.5343721519048901
CYLINDER_WORLD, 2x200, 6 types, schelling_equitable_init, value: 0.533700309785037
GRID_4DEG_WORLD, 20x20, 7 types, schelling_equitable_init, value: 0.5162872089191721
GRID_4DEG_WORLD, 20x20, 7 types, schelling_random_init, value: 0.5145045445283304
CYLINDER_WORLD, 2x200, 5 types, schelling_equitable_init, value: 0.4996883081470743
CYLINDER_WORLD, 2x200, 5 types, schelling_random_init, value: 0.49964431822586186
GRID_4DEG_WORLD, 20x20, 6 types, schelling_equitable_init, value: 0.48669051172952194
GRID_4DEG_WORLD, 20x20, 6 types, schelling_random_init, value: 0.4850512697386121
GRID_4DEG_WORLD, 20x20, 4 types, equitable_init, value: 0.4791517422588623
CYLINDER_WORLD, 2x200, 3 types, random_init, value: 0.4782830522933997
GRID_4DEG_WORLD, 20x20, 4 types, random_init, value: 0.47703226540816934
CYLINDER_WORLD, 2x200, 3 types, equitable_init, value: 0.47674014507475615
CYLINDER_WORLD, 2x200, 4 types, schelling_equitable_init, value: 0.4642932909822822
CYLINDER_WORLD, 2x200, 4 types, schelling_random_init, value: 0.4614585572000966
GRID_4DEG_WORLD, 20x20, 5 types, schelling_equitable_init, value: 0.45329744451421256
GRID_4DEG_WORLD, 20x20, 5 types, schelling_random_init, value: 0.4528942395622136
CYLINDER_WORLD, 2x200, 3 types, schelling_equitable_init, value: 0.41838051853582264
GRID_4DEG_WORLD, 20x20, 4 types, schelling_equitable_init, value: 0.4147163278445179
CYLINDER_WORLD, 2x200, 3 types, schelling_random_init, value: 0.41457120829624483
GRID_4DEG_WORLD, 20x20, 4 types, schelling_random_init, value: 0.411244891089717

Utility: number_of_colorful_edges
Metric: DifferenceCountDiversityUtility
CYLINDER_WORLD, 2x200, 9 types, random_init, value: 0.9991666666666668
GRID_4DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 0.9990416666666667
GRID_4DEG_WORLD, 20x20, 9 types, random_init, value: 0.9989583333333332
CYLINDER_WORLD, 2x200, 8 types, schelling_equitable_init, value: 0.9988888888888889
GRID_4DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 0.998875
CYLINDER_WORLD, 2x200, 7 types, random_init, value: 0.9988333333333334
GRID_4DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 0.9988333333333332
CYLINDER_WORLD, 2x200, 8 types, schelling_random_init, value: 0.998777777777778
GRID_4DEG_WORLD, 20x20, 8 types, equitable_init, value: 0.99875
GRID_4DEG_WORLD, 20x20, 7 types, equitable_init, value: 0.99875
GRID_4DEG_WORLD, 20x20, 9 types, equitable_init, value: 0.9987499999999998
CIRCLE_WORLD, 400, 9 types, random_init, value: 0.9987083333333332
CYLINDER_WORLD, 2x200, 9 types, schelling_equitable_init, value: 0.9986666666666668
CYLINDER_WORLD, 2x200, 8 types, random_init, value: 0.9986666666666668
GRID_4DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 0.9986250000000001
GRID_4DEG_WORLD, 20x20, 8 types, random_init, value: 0.998625
CYLINDER_WORLD, 2x200, 9 types, schelling_random_init, value: 0.9986111111111112
CIRCLE_WORLD, 400, 8 types, schelling_random_init, value: 0.9985833333333335
CIRCLE_WORLD, 400, 9 types, equitable_init, value: 0.9985833333333333
GRID_4DEG_WORLD, 20x20, 6 types, equitable_init, value: 0.9985000000000002
GRID_4DEG_WORLD, 20x20, 7 types, schelling_equitable_init, value: 0.9985
CYLINDER_WORLD, 2x200, 9 types, equitable_init, value: 0.9985
GRID_4DEG_WORLD, 20x20, 7 types, schelling_random_init, value: 0.9984583333333333
CIRCLE_WORLD, 400, 6 types, schelling_equitable_init, value: 0.9984583333333333
CYLINDER_WORLD, 2x200, 6 types, schelling_equitable_init, value: 0.9984444444444446
CYLINDER_WORLD, 2x200, 7 types, schelling_equitable_init, value: 0.9984444444444446
CIRCLE_WORLD, 400, 8 types, schelling_equitable_init, value: 0.9984166666666666
GRID_4DEG_WORLD, 20x20, 6 types, random_init, value: 0.998375
GRID_4DEG_WORLD, 20x20, 7 types, random_init, value: 0.9983333333333333
CIRCLE_WORLD, 400, 9 types, schelling_equitable_init, value: 0.9983333333333333
CIRCLE_WORLD, 400, 7 types, schelling_random_init, value: 0.99825
